"Publication_Year","Table","Health_Indicator_Desc","Strata","Strata_Name","County","Rank_Order","Denominator_Total","Denominator_Average","Denominator_Label","Denominator_Year_Period","Numerator_Total","Numerator_Average","Numerator_Label","Numerator_Year_Period","Rate_Multiplier","Rate/Percentage","Rate/Percentage_Label","Age-Adjusted_Rate","Age-Adjusted_Rate_Label","Lower_Confidence_Limit","Upper_Confidence_Limit","Healthy_People_Decade","Healthy_People_Objective_Number","Healthy_People_Objective_Target","Healthy_People_Objective_Met","Denominator_Annotation_Code","Numerator_Annotation_Code","Rates_Annotation_Code","Annotation_Desc"
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Nevada,10,14858,14858.0,Female Population 15-44 Years Old,2019,77,25.7,Cases,2018-2020,100000,172.7,Crude Case Rate,,,136.3,215.9,2020,STD-6.1,251.9,Y,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Glenn,11,5529,5529.0,Female Population 15-44 Years Old,2019,29,9.7,Cases,2018-2020,100000,174.8,Crude Case Rate,,,117.1,251.1,2020,STD-6.1,251.9,Y,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Santa Barbara,12,93037,93037.0,Female Population 15-44 Years Old,2019,508,169.3,Cases,2018-2020,100000,182.0,Crude Case Rate,,,166.2,197.8,2020,STD-6.1,251.9,Y,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Yolo,13,53598,53598.0,Female Population 15-44 Years Old,2019,293,97.7,Cases,2018-2020,100000,182.2,Crude Case Rate,,,161.4,203.1,2020,STD-6.1,251.9,Y,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Colusa,14,4174,4174.0,Female Population 15-44 Years Old,2019,23,7.7,Cases,2018-2020,100000,183.7,Crude Case Rate,,,116.4,275.6,2020,STD-6.1,251.9,Y,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Ventura,15,158052,158052.0,Female Population 15-44 Years Old,2019,875,291.7,Cases,2018-2020,100000,184.5,Crude Case Rate,,,172.3,196.8,2020,STD-6.1,251.9,Y,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Plumas,16,2669,2669.0,Female Population 15-44 Years Old,2019,15,5.0,Cases,2018-2020,100000,187.3,Crude Case Rate,,,104.9,309.0,2020,STD-6.1,251.9,Y,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Mariposa,17,2489,2489.0,Female Population 15-44 Years Old,2019,14,4.7,Cases,2018-2020,100000,187.5,Crude Case Rate,,,102.5,314.6,2020,STD-6.1,251.9,Y,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Napa,18,25647,25647.0,Female Population 15-44 Years Old,2019,147,49.0,Cases,2018-2020,100000,191.1,Crude Case Rate,,,160.2,221.9,2020,STD-6.1,251.9,Y,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Monterey,19,84930,84930.0,Female Population 15-44 Years Old,2019,496,165.3,Cases,2018-2020,100000,194.7,Crude Case Rate,,,177.5,211.8,2020,STD-6.1,251.9,Y,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Lassen,20,3082,3082.0,Female Population 15-44 Years Old,2019,19,6.3,Cases,2018-2020,100000,205.5,Crude Case Rate,,,123.7,320.9,2020,STD-6.1,251.9,Y,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Amador,21,4592,4592.0,Female Population 15-44 Years Old,2019,30,10.0,Cases,2018-2020,100000,217.8,Crude Case Rate,,,146.9,310.9,2020,STD-6.1,251.9,Y,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Sonoma,22,87905,87905.0,Female Population 15-44 Years Old,2019,577,192.3,Cases,2018-2020,100000,218.8,Crude Case Rate,,,200.9,236.6,2020,STD-6.1,251.9,Y,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Orange,23,608716,608716.0,Female Population 15-44 Years Old,2019,4341,1447.0,Cases,2018-2020,100000,237.7,Crude Case Rate,,,230.6,244.8,2020,STD-6.1,251.9,Y,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,San Francisco,24,196672,196672.0,Female Population 15-44 Years Old,2019,1478,492.7,Cases,2018-2020,100000,250.5,Crude Case Rate,,,237.7,263.3,2020,STD-6.1,251.9,Y,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Mono,,2320,2320.0,Female Population 15-44 Years Old,2019,,,Cases,2018-2020,100000,,Crude Case Rate,,,,,2020,STD-6.1,251.9,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Sierra,,391,391.0,Female Population 15-44 Years Old,2019,,,Cases,2018-2020,100000,,Crude Case Rate,,,,,2020,STD-6.1,251.9,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Trinity,,1848,1848.0,Female Population 15-44 Years Old,2019,,,Cases,2018-2020,100000,,Crude Case Rate,,,,,2020,STD-6.1,251.9,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Imperial,25,35750,35750.0,Female Population 15-44 Years Old,2019,284,94.7,Cases,2018-2020,100000,264.8,Crude Case Rate,,,234.0,295.6,2020,STD-6.1,251.9,N,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Modoc,26,1487,1487.0,Female Population 15-44 Years Old,2019,12,4.0,Cases,2018-2020,100000,269.0,Crude Case Rate,,,139.0,469.9,2020,STD-6.1,251.9,N,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Riverside,27,478809,478809.0,Female Population 15-44 Years Old,2019,4165,1388.3,Cases,2018-2020,100000,290.0,Crude Case Rate,,,281.1,298.8,2020,STD-6.1,251.9,N,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Alameda,28,348508,348508.0,Female Population 15-44 Years Old,2019,3041,1013.7,Cases,2018-2020,100000,290.9,Crude Case Rate,,,280.5,301.2,2020,STD-6.1,251.9,N,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Calaveras,29,6095,6095.0,Female Population 15-44 Years Old,2019,54,18.0,Cases,2018-2020,100000,295.3,Crude Case Rate,,,221.9,385.3,2020,STD-6.1,251.9,N,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Tuolumne,30,7155,7155.0,Female Population 15-44 Years Old,2019,66,22.0,Cases,2018-2020,100000,307.5,Crude Case Rate,,,237.8,391.2,2020,STD-6.1,251.9,N,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,San Diego,31,643237,643237.0,Female Population 15-44 Years Old,2019,5968,1989.3,Cases,2018-2020,100000,309.3,Crude Case Rate,,,301.4,317.1,2020,STD-6.1,251.9,N,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,CALIFORNIA,,7830659,7830659.0,Female Population 15-44 Years Old,2019,76522,25507.3,Cases,2018-2020,100000,325.7,Crude Case Rate,,,323.4,328.0,2020,STD-6.1,251.9,N,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Tehama,32,11550,11550.0,Female Population 15-44 Years Old,2019,115,38.3,Cases,2018-2020,100000,331.9,Crude Case Rate,,,271.2,392.6,2020,STD-6.1,251.9,N,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Los Angeles,33,2059577,2059577.0,Female Population 15-44 Years Old,2019,22044,7348.0,Cases,2018-2020,100000,356.8,Crude Case Rate,,,352.1,361.5,2020,STD-6.1,251.9,N,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Tulare,34,98083,98083.0,Female Population 15-44 Years Old,2019,1060,353.3,Cases,2018-2020,100000,360.2,Crude Case Rate,,,338.6,381.9,2020,STD-6.1,251.9,N,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Madera,35,34234,34234.0,Female Population 15-44 Years Old,2019,373,124.3,Cases,2018-2020,100000,363.2,Crude Case Rate,,,326.3,400.0,2020,STD-6.1,251.9,N,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Siskiyou,36,6819,6819.0,Female Population 15-44 Years Old,2019,76,25.3,Cases,2018-2020,100000,371.5,Crude Case Rate,,,292.7,465.0,2020,STD-6.1,251.9,N,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Mendocino,37,14795,14795.0,Female Population 15-44 Years Old,2019,165,55.0,Cases,2018-2020,100000,371.7,Crude Case Rate,,,315.0,428.5,2020,STD-6.1,251.9,N,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Stanislaus,38,113599,113599.0,Female Population 15-44 Years Old,2019,1288,429.3,Cases,2018-2020,100000,377.9,Crude Case Rate,,,357.3,398.6,2020,STD-6.1,251.9,N,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Contra Costa,39,212808,212808.0,Female Population 15-44 Years Old,2019,2422,807.3,Cases,2018-2020,100000,379.4,Crude Case Rate,,,364.3,394.5,2020,STD-6.1,251.9,N,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Sutter,40,20261,20261.0,Female Population 15-44 Years Old,2019,240,80.0,Cases,2018-2020,100000,394.8,Crude Case Rate,,,344.9,444.8,2020,STD-6.1,251.9,N,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,San Bernardino,41,449584,449584.0,Female Population 15-44 Years Old,2019,5359,1786.3,Cases,2018-2020,100000,397.3,Crude Case Rate,,,386.7,408.0,2020,STD-6.1,251.9,N,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Humboldt,42,26100,26100.0,Female Population 15-44 Years Old,2019,319,106.3,Cases,2018-2020,100000,407.4,Crude Case Rate,,,362.7,452.1,2020,STD-6.1,251.9,N,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Merced,43,59634,59634.0,Female Population 15-44 Years Old,2019,782,260.7,Cases,2018-2020,100000,437.1,Crude Case Rate,,,406.5,467.7,2020,STD-6.1,251.9,N,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Butte,44,43990,43990.0,Female Population 15-44 Years Old,2019,578,192.7,Cases,2018-2020,100000,438.0,Crude Case Rate,,,402.3,473.7,2020,STD-6.1,251.9,N,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,San Joaquin,45,153254,153254.0,Female Population 15-44 Years Old,2019,2019,673.0,Cases,2018-2020,100000,439.1,Crude Case Rate,,,420.0,458.3,2020,STD-6.1,251.9,N,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Kings,46,29327,29327.0,Female Population 15-44 Years Old,2019,406,135.3,Cases,2018-2020,100000,461.5,Crude Case Rate,,,416.6,506.4,2020,STD-6.1,251.9,N,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Solano,47,82999,82999.0,Female Population 15-44 Years Old,2019,1155,385.0,Cases,2018-2020,100000,463.9,Crude Case Rate,,,437.1,490.6,2020,STD-6.1,251.9,N,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Kern,48,185169,185169.0,Female Population 15-44 Years Old,2019,2765,921.7,Cases,2018-2020,100000,497.7,Crude Case Rate,,,479.2,516.3,2020,STD-6.1,251.9,N,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Del Norte,49,4135,4135.0,Female Population 15-44 Years Old,2019,62,20.7,Cases,2018-2020,100000,499.8,Crude Case Rate,,,383.2,640.7,2020,STD-6.1,251.9,N,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Shasta,50,31595,31595.0,Female Population 15-44 Years Old,2019,493,164.3,Cases,2018-2020,100000,520.1,Crude Case Rate,,,474.2,566.0,2020,STD-6.1,251.9,N,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Sacramento,51,314670,314670.0,Female Population 15-44 Years Old,2019,4925,1641.7,Cases,2018-2020,100000,521.7,Crude Case Rate,,,507.1,536.3,2020,STD-6.1,251.9,N,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Fresno,52,211632,211632.0,Female Population 15-44 Years Old,2019,3413,1137.7,Cases,2018-2020,100000,537.6,Crude Case Rate,,,519.5,555.6,2020,STD-6.1,251.9,N,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Lake,53,10168,10168.0,Female Population 15-44 Years Old,2019,168,56.0,Cases,2018-2020,100000,550.7,Crude Case Rate,,,467.5,634.0,2020,STD-6.1,251.9,N,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Yuba,54,15548,15548.0,Female Population 15-44 Years Old,2019,287,95.7,Cases,2018-2020,100000,615.3,Crude Case Rate,,,544.1,686.5,2020,STD-6.1,251.9,N,,,,
2022,22F,Reported Incidence of Gonorrhea among Females 15 to 44 Years Old,Age * Sex,15-44 Years Old * Female,Inyo,55,2630,2630.0,Female Population 15-44 Years Old,2019,65,21.7,Cases,2018-2020,100000,823.8,Crude Case Rate,,,635.8,1050.0,2020,STD-6.1,251.9,N,,,,
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,Lassen,1,9161,9161.0,Male Population 15-44 Years Old,2019,29,9.7,Cases,2018-2020,100000,105.5,Crude Case Rate,,,70.7,151.5,2020,STD-6.2,194.8,Y,,,,
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,El Dorado,2,34662,34662.0,Male Population 15-44 Years Old,2019,142,47.3,Cases,2018-2020,100000,136.6,Crude Case Rate,,,114.1,159.0,2020,STD-6.2,194.8,Y,,,,
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,Placer,3,76282,76282.0,Male Population 15-44 Years Old,2019,321,107.0,Cases,2018-2020,100000,140.3,Crude Case Rate,,,124.9,155.6,2020,STD-6.2,194.8,Y,,,,
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,Glenn,4,6004,6004.0,Male Population 15-44 Years Old,2019,26,8.7,Cases,2018-2020,100000,144.3,Crude Case Rate,,,94.3,211.5,2020,STD-6.2,194.8,Y,,,,
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,Nevada,5,16450,16450.0,Male Population 15-44 Years Old,2019,72,24.0,Cases,2018-2020,100000,145.9,Crude Case Rate,,,114.2,183.7,2020,STD-6.2,194.8,Y,,,,
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,San Luis Obispo,6,59778,59778.0,Male Population 15-44 Years Old,2019,290,96.7,Cases,2018-2020,100000,161.7,Crude Case Rate,,,143.1,180.3,2020,STD-6.2,194.8,Y,,,,
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,Amador,7,7399,7399.0,Male Population 15-44 Years Old,2019,37,12.3,Cases,2018-2020,100000,166.7,Crude Case Rate,,,117.4,229.8,2020,STD-6.2,194.8,Y,,,,
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,Tuolumne,8,9908,9908.0,Male Population 15-44 Years Old,2019,52,17.3,Cases,2018-2020,100000,174.9,Crude Case Rate,,,130.7,229.4,2020,STD-6.2,194.8,Y,,,,
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,Imperial,9,42444,42444.0,Male Population 15-44 Years Old,2019,225,75.0,Cases,2018-2020,100000,176.7,Crude Case Rate,,,153.6,199.8,2020,STD-6.2,194.8,Y,,,,
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,Mariposa,10,2675,2675.0,Male Population 15-44 Years Old,2019,15,5.0,Cases,2018-2020,100000,186.9,Crude Case Rate,,,104.6,308.3,2020,STD-6.2,194.8,Y,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,San Benito,11,13328,13328.0,Male Population 15-44 Years Old,2019,77,25.7,Cases,2018-2020,100000,192.6,Crude Case Rate,,,152.0,240.7,2020,STD-6.2,194.8,Y,,,,
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,Mono,,2806,2806.0,Male Population 15-44 Years Old,2019,,,Cases,2018-2020,100000,,Crude Case Rate,,,,,2020,STD-6.2,194.8,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,Sierra,,425,425.0,Male Population 15-44 Years Old,2019,,,Cases,2018-2020,100000,,Crude Case Rate,,,,,2020,STD-6.2,194.8,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,Trinity,,2040,2040.0,Male Population 15-44 Years Old,2019,,,Cases,2018-2020,100000,,Crude Case Rate,,,,,2020,STD-6.2,194.8,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,Napa,12,27874,27874.0,Male Population 15-44 Years Old,2019,168,56.0,Cases,2018-2020,100000,200.9,Crude Case Rate,,,170.5,231.3,2020,STD-6.2,194.8,N,,,,
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,Ventura,13,169741,169741.0,Male Population 15-44 Years Old,2019,1182,394.0,Cases,2018-2020,100000,232.1,Crude Case Rate,,,218.9,245.4,2020,STD-6.2,194.8,N,,,,
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,Santa Cruz,14,56337,56337.0,Male Population 15-44 Years Old,2019,397,132.3,Cases,2018-2020,100000,234.9,Crude Case Rate,,,211.8,258.0,2020,STD-6.2,194.8,N,,,,
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,Colusa,15,4647,4647.0,Male Population 15-44 Years Old,2019,33,11.0,Cases,2018-2020,100000,236.7,Crude Case Rate,,,162.9,332.4,2020,STD-6.2,194.8,N,,,,
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,Monterey,16,98735,98735.0,Male Population 15-44 Years Old,2019,709,236.3,Cases,2018-2020,100000,239.4,Crude Case Rate,,,221.7,257.0,2020,STD-6.2,194.8,N,,,,
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,Marin,17,42165,42165.0,Male Population 15-44 Years Old,2019,307,102.3,Cases,2018-2020,100000,242.7,Crude Case Rate,,,215.5,269.8,2020,STD-6.2,194.8,N,,,,
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,Santa Barbara,18,103719,103719.0,Male Population 15-44 Years Old,2019,775,258.3,Cases,2018-2020,100000,249.1,Crude Case Rate,,,231.5,266.6,2020,STD-6.2,194.8,N,,,,
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,Del Norte,19,6668,6668.0,Male Population 15-44 Years Old,2019,55,18.3,Cases,2018-2020,100000,274.9,Crude Case Rate,,,207.1,357.9,2020,STD-6.2,194.8,N,,,,
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,Calaveras,20,6769,6769.0,Male Population 15-44 Years Old,2019,58,19.3,Cases,2018-2020,100000,285.6,Crude Case Rate,,,216.9,369.2,2020,STD-6.2,194.8,N,,,,
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,Madera,21,32312,32312.0,Male Population 15-44 Years Old,2019,285,95.0,Cases,2018-2020,100000,294.0,Crude Case Rate,,,259.9,328.1,2020,STD-6.2,194.8,N,,,,
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,Plumas,22,2894,2894.0,Male Population 15-44 Years Old,2019,26,8.7,Cases,2018-2020,100000,299.5,Crude Case Rate,,,195.6,438.8,2020,STD-6.2,194.8,N,,,,
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,Mendocino,23,16284,16284.0,Male Population 15-44 Years Old,2019,147,49.0,Cases,2018-2020,100000,300.9,Crude Case Rate,,,252.3,349.6,2020,STD-6.2,194.8,N,,,,
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,Modoc,24,1592,1592.0,Male Population 15-44 Years Old,2019,15,5.0,Cases,2018-2020,100000,314.1,Crude Case Rate,,,175.8,518.0,2020,STD-6.2,194.8,N,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,Yolo,25,52698,52698.0,Male Population 15-44 Years Old,2019,519,173.0,Cases,2018-2020,100000,328.3,Crude Case Rate,,,300.0,356.5,2020,STD-6.2,194.8,N,,,,
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,Santa Clara,26,408594,408594.0,Male Population 15-44 Years Old,2019,4135,1378.3,Cases,2018-2020,100000,337.3,Crude Case Rate,,,327.1,347.6,2020,STD-6.2,194.8,N,,,,
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,Sutter,27,21352,21352.0,Male Population 15-44 Years Old,2019,217,72.3,Cases,2018-2020,100000,338.8,Crude Case Rate,,,293.7,383.8,2020,STD-6.2,194.8,N,,,,
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,Sonoma,28,94949,94949.0,Male Population 15-44 Years Old,2019,998,332.7,Cases,2018-2020,100000,350.4,Crude Case Rate,,,328.6,372.1,2020,STD-6.2,194.8,N,,,,
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,Kings,29,40770,40770.0,Male Population 15-44 Years Old,2019,429,143.0,Cases,2018-2020,100000,350.7,Crude Case Rate,,,317.6,383.9,2020,STD-6.2,194.8,N,,,,
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,San Mateo,30,144524,144524.0,Male Population 15-44 Years Old,2019,1563,521.0,Cases,2018-2020,100000,360.5,Crude Case Rate,,,342.6,378.4,2020,STD-6.2,194.8,N,,,,
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,Siskiyou,31,7469,7469.0,Male Population 15-44 Years Old,2019,81,27.0,Cases,2018-2020,100000,361.5,Crude Case Rate,,,287.1,449.3,2020,STD-6.2,194.8,N,,,,
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,Orange,32,643104,643104.0,Male Population 15-44 Years Old,2019,6983,2327.7,Cases,2018-2020,100000,361.9,Crude Case Rate,,,353.5,370.4,2020,STD-6.2,194.8,N,,,,
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,Tehama,33,12427,12427.0,Male Population 15-44 Years Old,2019,137,45.7,Cases,2018-2020,100000,367.5,Crude Case Rate,,,305.9,429.0,2020,STD-6.2,194.8,N,,,,
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,Tulare,34,103717,103717.0,Male Population 15-44 Years Old,2019,1152,384.0,Cases,2018-2020,100000,370.2,Crude Case Rate,,,348.9,391.6,2020,STD-6.2,194.8,N,,,,
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,Riverside,35,501582,501582.0,Male Population 15-44 Years Old,2019,5875,1958.3,Cases,2018-2020,100000,390.4,Crude Case Rate,,,380.4,400.4,2020,STD-6.2,194.8,N,,,,
2022,22M,Reported Incidence of Gonorrhea among Males 15 to 44 Years Old,Age * Sex,15-44 Years Old * Male,Shasta,36,33367,33367.0,Male Population 15-44 Years Old,2019,393,131.0,Cases,2018-2020,100000,392.6,Crude Case Rate,,,353.8,431.4,2020,STD-6.2,194.8,N,,,,
